"actor","text","season","episode","title"
"Walter","Tell me about this Tuco. Tell me everything about him.","1","06","Crazy Handful of Nothin'"
"Walter","Good morning. Would you pass the butter, please?","1","06","Crazy Handful of Nothin'"
"Walter Jr","Bad ass, Dad.","1","06","Crazy Handful of Nothin'"
"Walter","You Tuco? I want to talk to Tuco, and I'm not leaving until I do.","1","06","Crazy Handful of Nothin'"
"Tuco","What's your name?","1","06","Crazy Handful of Nothin'"
"Walter","Heisenberg.","1","06","Crazy Handful of Nothin'"
"Tuco","Heisenberg. Okay. Have a seat, Heisenberg.","1","06","Crazy Handful of Nothin'"
"Walter","I don't imagine I'll be here very long.","1","06","Crazy Handful of Nothin'"
"Tuco","No? All right. Be that way. It's your meeting. Why don't you start talking and tell me what you want?","1","06","Crazy Handful of Nothin'"
"Walter","$50,000.","1","06","Crazy Handful of Nothin'"
"Tuco","Oh, man! 50 G's? How you figure that?","1","06","Crazy Handful of Nothin'"
"Walter","35 for the pound of meth you stole and another 15 for my partner's pain and suffering.","1","06","Crazy Handful of Nothin'"
"Tuco","Partner. Oh, yeah. I remember that little bitch. So you must be Daddy. Let me get this straight. I steal your dope, hmm? I beat the piss out of your mule boy! And then you walk in here, and you bring me more meth? That's a brilliant plan, ese. Brilliant.","1","06","Crazy Handful of Nothin'"
"Walter","You got one part of that wrong. This is not meth.","1","06","Crazy Handful of Nothin'"
"Tuco","Are you f*cking nuts?","1","06","Crazy Handful of Nothin'"
"Walter","You want to find out?","1","06","Crazy Handful of Nothin'"
"Tuco","No-Doze, Gonzo, calma! Calma. Calma. You got balls. I'll give you that. All right. All right. I'll give you your money. That crystal that your partner brought me, it sold faster than $10 ass in TJ. What say you bring me another pound next week?","1","06","Crazy Handful of Nothin'"
"Walter","Money up front.","1","06","Crazy Handful of Nothin'"
"Tuco","All right. Money up front. Sometimes you gotta rob to keep your riches. Just as long as we got an understanding.","1","06","Crazy Handful of Nothin'"
"Walter","One pound is not going to cut it. You have to take two.","1","06","Crazy Handful of Nothin'"
"Tuco","Hey, what is that shit?","1","06","Crazy Handful of Nothin'"
"Walter","Fulminated mercury. A little tweak of chemistry.","1","06","Crazy Handful of Nothin'"
"Superintendent","In closing, I can tell you we take this very seriously. APD as well as the DEA. Stopping the manufacture and sale of methamphetamines remains one of our highest priorities. And the theft of lab equipment from your school is also receiving our highest attention. Rest assured, no stone will go unturned in our search for the person or persons responsible for this. If you have any questions, now would be the time.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","You're talking like you haven't caught anybody yet. What about the janitor that was dealing drugs at the school?","1","07","A-No-Rough-Stuff-Type-Deal"
"Carmen","There is no indication that this individual was selling drugs. He was arrested for having a small amount of marijuana in his car, not in the school. And he's since been fired.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","I heard he had a record. I'd like to know how he got a job here in the first place. Why wasn't there a background check?","1","07","A-No-Rough-Stuff-Type-Deal"
"Carmen","There was one. We're currently reviewing our hiring policies.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","You better be doing more than that. He was arrested in front of my daughter.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","This guy was stealing the lab equipment, right?","1","07","A-No-Rough-Stuff-Type-Deal"
"Cop","That's not our thinking at this time. We are looking at others who had access, not limited to the maintenance staff.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","Are you saying there was a break-in? Do we know exactly when this happened? I mean, could it have been during school hours?","1","07","A-No-Rough-Stuff-Type-Deal"
"Cop","We haven't been able to establish a date or time, but there is no sign of breaking or entering.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","Whoever took it had a key? We're talking inside job? Someone who's still at the school?","1","07","A-No-Rough-Stuff-Type-Deal"
"Cop","At this time I'm not able to discuss the details, but what I can tell you is that we have some very good people working very hard on this case.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","I'm sorry, Officer. But that sounds like double-talk. We're trying to protect our children. You have to level with us.","1","07","A-No-Rough-Stuff-Type-Deal"
"Cop","Really, we are giving you all the information we have.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","You know what I'd like to see in this school? Drug-sniffing dogs.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","Yeah, dogs, and metal detectors, and locker searches, and strip searches.","1","07","A-No-Rough-Stuff-Type-Deal"
"Superintendent","Our district has strict policies.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","I heard about this school in Canada. They arrested one of their groundskeepers with drugs. And the next day they found out over half of the students were high on LSD.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","LSD? When were you gonna tell us about the LSD?","1","07","A-No-Rough-Stuff-Type-Deal"
"Carmen","No. Please. No one said anything about LSD.","1","07","A-No-Rough-Stuff-Type-Deal"
"Parent","What about the equipment that was stolen?","1","07","A-No-Rough-Stuff-Type-Deal"
"Carmen","The equipment was taken from our chemistry department. And I would like someone to give us some specifics. Walt?","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Yeah.","1","07","A-No-Rough-Stuff-Type-Deal"
"Carmen","Mr. White is currently on medical leave. But as he's chair of the science department, he's made a very special effort to be with us here. And I'd like to take a moment to thank him for that. Could you please tell us more about the equipment that was taken? Please.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Yes. And thank you. The inventory list for the missing labware is as follows  one 5,000 milliliter round bottom boiling flask, one Kjeldahl-style recovery flask, two full-face respirators, some sep funnels, a sill head with a thermometer holder.","1","07","A-No-Rough-Stuff-Type-Deal"
"Skyler","Where did that come from? And why was it so damn good?","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Because it was illegal.","1","07","A-No-Rough-Stuff-Type-Deal"
"Real Estate Agent","The basement. Unfinished, of course. But just look at all this space. You gotta think rec room, media room. Just imagine all the things you could do down here. Now remember, you're buying for this fantastic neighborhood. Big lawns and shade tress. Walking distance to the country club.","1","07","A-No-Rough-Stuff-Type-Deal"
"Buyer","What happened there?","1","07","A-No-Rough-Stuff-Type-Deal"
"Realtor","Bit of a fixer, but this house has great bones.","1","07","A-No-Rough-Stuff-Type-Deal"
"Realtor","You know what? We're zeroing in. I've got another listing, brand-new, right around the corner. Hi. Hi. It's by appointment only.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","I'm here to see the owner.","1","07","A-No-Rough-Stuff-Type-Deal"
"Realtor","He's in the recreational vehicle.
Scene  RV","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","Yo, it's appointment only!","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","How you feeling?","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","About as good as you look. Jeez, you look like Lex Luthor.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Listen, I visited you in the hospital, but you were asleep.","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","Yeah, Skinny Pete said you wanted Tuco's address. Acting like you were all out for blood. You are alive, so obviously you wised up.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","No, I did go see him.","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","Bullshit.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Are you selling your house?","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","I got two dudes that turned into raspberry slushies and flushed down my toilet. I can't even take a proper dump in there. The whole damn house has got to be haunted by now. You didn't actually go see Tuco?","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Here. That is seventeen-five. Your half of the 35,000. Plus there's an extra 15 in there. It's all yours. You've earned it.","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","You got this money from Tuco.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Yeah.","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","So Tuco gave you this is what you're saying.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","We made a deal.","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","You made a deal?","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","That's right.","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","Wait. Why would you make a deal with that scumbag? You see what he did to me?","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Because I think that we can do business together. We came to an understanding.","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","No way, man! Okay? No understanding.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Take a look at the money in your hand. Now just imagine making that every week. That's right. Two pounds a week.","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","Without even talking to me, you told this insane ass clown dead-eyed k*ller that, uh that we would give him two pounds a week?","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","We'll just scale up our operation. We'll add a few more hours.","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","Don't talk to me about hours. What about pseudo, man? How are we gonna get that? You think the meth fairy is just gonna bring it to us? It takes me a week to get this stuff. I'm driving all the way out to Las Cruces to meet up with my smurfs.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Smurfs?","1","07","A-No-Rough-Stuff-Type-Deal"
"Jesse","Dudes who go to the drugstores and get a couple boxes at a time and then sell them to me. And that's maybe only good for, like, maybe a half-pound worth. See, that's the bottleneck in your brilliant business plan. All right. Of course you would have known that if you would have just asked me.","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","Well, here we are again.","1","07","A-No-Rough-Stuff-Type-Deal"
"Skyler","Here we are.","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","Skyler, you look great.","1","07","A-No-Rough-Stuff-Type-Deal"
"Skyler","Thank you.","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","You must be, what, six, seven months? How goes it?","1","07","A-No-Rough-Stuff-Type-Deal"
"Skyler","It's great other than waddling to the bathroom every five minutes.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","The baby shower's next week. It'll be good to have a day that's just about Skyler.","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","Very nice.","1","07","A-No-Rough-Stuff-Type-Deal"
"Skyler","Thank you.","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","Well, Walt, I see you've committed to the hair loss.","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Yeah.","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","How do you feel?","1","07","A-No-Rough-Stuff-Type-Deal"
"Walter","Oh, okay. You know, pretty decent actually.","1","07","A-No-Rough-Stuff-Type-Deal"
"Skyler","His color is better. You know, his energy. And he's even more physical.","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","More physical?","1","07","A-No-Rough-Stuff-Type-Deal"
"Skyler","Well sexual. Frisky, actually. I mean, that's got to be a good sign, right?","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","Sure, I'll take that. Right, Walt?","1","07","A-No-Rough-Stuff-Type-Deal"
"Skyler","Couldn't that mean that the chemo is working?","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","Realistically, it may just mean that we've got the anti-emetics tuned right. Truth is, until Walt's finished this round of chemo and we look at a new PET scan, we just can't say for sure.","1","07","A-No-Rough-Stuff-Type-Deal"
"Skyler","Isn't there anything else we could be doing? I've been wondering about alternative medicine. I mean, Eastern healing. You know, holistic.","1","07","A-No-Rough-Stuff-Type-Deal"
"Dr. Delcavoli","Well, I can't speak to its efficacy. But as long as it doesn't interfere with our treatment, anything that helps my patient have a better outlook, a better comfort, is fine by me.","1","07","A-No-Rough-Stuff-Type-Deal"
